"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Sirf 160"|"650"|"North Indian,Continental,Italian,Chinese"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/sirf-160-goregaon-west/info"|"104"|"none"|"1130am to 4pm,630pm to 1am(Mon-Sun)"|"Good"|"3.5"|"18"
"The Good Bowl"|"500"|"Asian,Biryani,North Indian"|"Mumbai"|"Chandivali"|"https://www.zomato.com/mumbai/the-good-bowl-chandivali/info"|"104"|"none"|"10am to 3am(Mon-Sun)"|"Good"|"3.7"|"34"
"Kitchen Table"|"800"|"Continental,French,Indian,Malaysian,Mexican,Thai,European,Chinese"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/kitchen-table-khar/info"|"104"|"none"|"12noon to 330pm,7pm to 6am(Mon-Sun)"|"Good"|"3.6"|"36"
"51 Rainbow Ice Cream & Shakes"|"300"|"Desserts,Ice Cream,Beverages"|"Mumbai"|"Byculla"|"https://www.zomato.com/mumbai/51-rainbow-ice-cream-shakes-byculla/info"|"104"|"Dessert Parlor"|"12noon to 1am(Mon-Thu),12noon to 2am(Fri-Sun)"|"Good"|"3.6"|"48"
"The Dark Kitchen"|"600"|"Chinese,North Indian,Seafood"|"Mumbai"|"Manpada-- Thane West"|"https://www.zomato.com/mumbai/the-dark-kitchen-manpada-thane-west-thane/info"|"104"|"none"|"12noon to 4am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Mokart"|"200"|"Momos,Chinese,Fast Food"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/mokart-khar/info"|"104"|"none"|"1130am to 330pm,7pm to 1130pm..."|"None"|"NEW"|"NEW"
"The Bukhara Kitchen"|"400"|"North Indian,Biryani,Desserts"|"Mumbai"|"Kurla"|"https://www.zomato.com/mumbai/the-bukhara-kitchen-kurla/info"|"104"|"none"|"12noon to 330pm,7pm to 1230AM(Mon-Sun)"|"None"|"NEW"|"NEW"
"China Hut"|"400"|"Chinese"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/china-hut-andheri-lokhandwala/info"|"104"|"Quick Bites"|"7pm to 4am(Mon-Fri),12noon to 4pm,5pm to 4am..."|"Good"|"3.5"|"165"
"Chicago Waffles & Shakes"|"150"|"Desserts,Beverages"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/chicago-waffles-shakes-goregaon-west/info"|"104"|"Dessert Parlor"|"12noon to 2am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Chilli Dilli"|"400"|"Asian,Chinese,North Indian,Street Food,Thai"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/chilli-dilli-goregaon-east/info"|"104"|"Quick Bites"|"1145am to 4pm,645pm to 12midnight..."|"Good"|"3.9"|"507"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Roshan Bakery"|"250"|"Bakery,Fast Food"|"Mumbai"|"Mohammad Ali Road"|"https://www.zomato.com/mumbai/roshan-bakery-mohammad-ali-road/info"|"105"|"Bakery"|"8am to 130am(Mon-Sun)"|"Good"|"3.6"|"86"
"Shree Prasad Lunch Home"|"600"|"North Indian,Chinese,Street Food,Seafood"|"Mumbai"|"Chembur"|"https://www.zomato.com/mumbai/shree-prasad-lunch-home-chembur/info"|"105"|"Casual Dining"|"11am to 1am(Mon-Sun)"|"Good"|"3.6"|"31"
"Fudboy"|"500"|"Thai,Chinese"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/fudboy-4-vasai/info"|"105"|"Casual Dining"|"12midnight to 3am,6pm to 12midnight(Mon,Wed..."|"Average"|"3.4"|"109"
"Pink Sugar"|"500"|"Bakery,Desserts"|"Mumbai"|"Carter Road-- Bandra West"|"https://www.zomato.com/mumbai/pink-sugar-carter-road-bandra-west/info"|"105"|"Bakery"|"1030am to 1230AM(Mon-Sun)"|"Good"|"3.9"|"259"
"Goregaon Kitchen"|"400"|"North Indian,Chinese"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/goregaon-kitchen-goregaon-east/info"|"105"|"none"|"7pm to 330am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Twisted L.A"|"400"|"Sandwich,Healthy Food,Desserts,Beverages"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/twisted-l-a-khar/info"|"105"|"Quick Bites"|"12noon to 130am(Mon-Tue),12noon to 230am(Wed-Sun)"|"Very Good"|"4.0"|"131"
"Cafe Falak"|"500"|"Chinese,Biryani,Rolls"|"Mumbai"|"Near Andheri East Station"|"https://www.zomato.com/mumbai/cafe-falak-near-andheri-east-station/info"|"105"|"Quick Bites"|"1130am to 1am(Mon-Sun)"|"Good"|"3.5"|"40"
"The Burger Pit"|"1200"|"American"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/the-burger-pit-1-borivali-west/info"|"105"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.4"|"300"
"Stir Fry Grill"|"850"|"Chinese,Thai"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/stir-fry-grill-malad-west/info"|"105"|"Casual Dining"|"11am to 330pm,6pm to 1130pm(Mon-Sun)"|"Very Good"|"4.2"|"1771"
"Tazza"|"350"|"Fast Food,Chinese"|"Mumbai"|"Mahim"|"https://www.zomato.com/mumbai/tazza-mahim/info"|"105"|"Quick Bites"|"11am to 1130pm(Mon-Sun)"|"Good"|"3.9"|"448"
"Saroj"|"550"|"South Indian,North Indian,Chinese,Street Food,Beverages"|"Mumbai"|"Chembur"|"https://www.zomato.com/mumbai/saroj-chembur/info"|"105"|"Casual Dining"|"Closed(Mon),7am to 1030pm(Tue-Sun)"|"Very Good"|"4.1"|"366"
"Popular"|"350"|"Fast Food,Sandwich,Beverages"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/popular-lower-parel/info"|"105"|"Quick Bites"|"9am to 11pm(Mon-Sat),3pm to 11pm(Sun)"|"Very Good"|"4.1"|"661"
"Rolls On Coals"|"300"|"Fast Food,Rolls"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/rolls-on-coals-vasai/info"|"105"|"Quick Bites"|"1130am to 11pm(Mon-Sun)"|"Very Good"|"4.0"|"631"
"Too Much Drama"|"600"|"Fast Food,Roast Chicken,BBQ"|"Mumbai"|"Vashi"|"https://www.zomato.com/mumbai/too-much-drama-vashi-navi-mumbai/info"|"105"|"Casual Dining"|"5pm to 1130pm(Mon),1pm to 1130pm(Tue-Sun)"|"Excellent"|"4.7"|"136"
"Italy in a Box"|"750"|"Italian,Pizza,Continental"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/italy-in-a-box-khar/info"|"105"|"Casual Dining"|"12noon to 1130pm(Mon-Fri),12noon to 1230AM..."|"Very Good"|"4.1"|"563"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Cafe Monza"|"1000"|"Italian,American,Salad,Mexican"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/cafe-monza-kharghar-navi-mumbai/info"|"106"|"Casual Dining"|"10am to 11pm(Mon),8am to 11pm(Tue-Sun)"|"Excellent"|"4.5"|"3389"
"DP's The Fast Food Centre"|"1000"|"Chinese,Fast Food,South Indian,Street Food,North Indian"|"Mumbai"|"Matunga East"|"https://www.zomato.com/mumbai/dps-the-fast-food-centre-matunga-east/info"|"106"|"Casual Dining"|"8am to 1130pm(Mon-Sun)"|"Good"|"3.9"|"2300"
"Shobhaa Only Veg"|"800"|"Chinese,North Indian"|"Mumbai"|"Parel"|"https://www.zomato.com/mumbai/shobhaa-only-veg-parel/info"|"106"|"Casual Dining"|"1130am to 4pm,7pm to 12midnight(Mon-Sun)"|"Good"|"3.9"|"445"
"Kathi Kabab Roll"|"250"|"Fast Food,Rolls"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/kathi-kabab-roll-lower-parel/info"|"106"|"Quick Bites"|"11am to 930pm(Mon-Sun)"|"Very Good"|"4.1"|"1274"
"Cakes & Rolls"|"250"|"Desserts,Bakery"|"Mumbai"|"Marol"|"https://www.zomato.com/mumbai/cakes-rolls-marol/info"|"106"|"Dessert Parlor"|"6am to 10pm(Mon-Sun)"|"Very Good"|"4.0"|"449"
"MM Mithaiwala"|"300"|"Mithai,Street Food"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/mm-mithaiwala-malad-west/info"|"106"|"Sweet Shop"|"6am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"604"
"Casa De Cafe"|"500"|"Cafe,Fast Food"|"Mumbai"|"Worli"|"https://www.zomato.com/mumbai/casa-de-cafe-worli/info"|"106"|"Café"|"930am to 12midnight(Mon-Sun)"|"Good"|"3.7"|"79"
"PEFE"|"850"|"Cafe,Italian,Mexican,Continental,Beverages,Fast Food"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/pefe-andheri-lokhandwala/info"|"106"|"Café"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.3"|"446"
"Taco Bell"|"550"|"Mexican,American"|"Mumbai"|"Oberoi Mall-- Goregaon East"|"https://www.zomato.com/mumbai/taco-bell-goregaon-east/info"|"106"|"Food Court"|"11am to 11pm(Mon-Sun)"|"Good"|"3.7"|"1559"
"The Budapest Bakehouse"|"350"|"Desserts,Fast Food"|"Mumbai"|"Khar"|"https://www.zomato.com/mumbai/the-budapest-bakehouse-khar/info"|"106"|"Dessert Parlor"|"12noon to 12midnight(Mon-Sun)"|"Very Good"|"4.1"|"1012"
"King's Shawarma"|"250"|"Fast Food"|"Mumbai"|"Mohammad Ali Road"|"https://www.zomato.com/mumbai/kings-shawarma-mohammad-ali-road/info"|"106"|"Quick Bites"|"Closed(Mon),4pm to 12midnight(Tue-Sun)"|"Very Good"|"4.0"|"462"
"Mystery Box"|"550"|"Chinese,Thai"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/mystery-box-malad-west/info"|"106"|"Casual Dining"|"12noon to 12midnight(Mon-Fri),12noon to 1am..."|"Veľmi dobré"|"4.2"|"636"
"Mama Mia!"|"600"|"Chinese,Pizza,Fast Food"|"Mumbai"|"Charni Road"|"https://www.zomato.com/mumbai/mama-mia-charni-road/info"|"106"|"Casual Dining"|"11am to 11pm(Mon-Sun)"|"Good"|"3.9"|"560"
"Laxman's Om Vada Pav"|"100"|"Street Food"|"Mumbai"|"Ghatkopar East"|"https://www.zomato.com/mumbai/laxmans-om-vada-pav-ghatkopar-east/info"|"106"|"Quick Bites"|"Closed(Mon),9am to 930pm(Tue-Sun)"|"Very Good"|"4.0"|"342"
"Blue Tokai Coffee Roasters"|"550"|"Cafe"|"Mumbai"|"Pali Hill-- Bandra West"|"https://www.zomato.com/mumbai/blue-tokai-coffee-roasters-pali-hill-bandra-west/info"|"106"|"Café"|"8am to 11pm(Mon,Tue,Fri,Sat,Sun),6pm to 11pm..."|"Very Good"|"4.1"|"366"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Da Capo Cafe & Bistro"|"850"|"Continental,Mexican,Cafe,Desserts,Italian,Pizza,Salad,Lebanese"|"Mumbai"|"Kharghar"|"https://www.zomato.com/mumbai/da-capo-cafe-bistro-kharghar-navi-mumbai/info"|"107"|"Casual Dining"|"7am to 11pm(Mon-Sun)"|"Very Good"|"4.4"|"2822"
"Gypsy Corner"|"300"|"Street Food,Maharashtrian,Fast Food"|"Mumbai"|"Dadar Shivaji Park"|"https://www.zomato.com/mumbai/gypsy-corner-dadar-shivaji-park/info"|"107"|"Casual Dining"|"10am to 12midnight(Mon-Sun)"|"Very Good"|"4.1"|"679"
"Mao The Family Restaurant"|"900"|"Chinese,North Indian"|"Mumbai"|"Azad Nagar"|"https://www.zomato.com/mumbai/mao-the-family-restaurant-azad-nagar/info"|"107"|"Casual Dining"|"11am to 12midnight(Mon-Sun)"|"Good"|"3.9"|"484"
"Sizzle House Dine In"|"1000"|"North Indian,Italian,Mexican,Continental,Pizza"|"Mumbai"|"Dadar Shivaji Park"|"https://www.zomato.com/mumbai/sizzle-house-dine-in-dadar-shivaji-park/info"|"107"|"Casual Dining"|"12noon to 12midnight(Mon-Sun)"|"Good"|"3.9"|"1521"
"Biryani Guru"|"750"|"Biryani,North Indian,Mughlai"|"Mumbai"|"CBD-Belapur"|"https://www.zomato.com/mumbai/biryani-guru-cbd-belapur-navi-mumbai/info"|"107"|"Casual Dining"|"10am to 11pm(Mon-Sun)"|"Very Good"|"4.2"|"1268"
"The Northern Vibe"|"300"|"Momos,Rolls,Fast Food"|"Mumbai"|"Galleria Shopping Centre-- Powai"|"https://www.zomato.com/mumbai/the-northern-vibe-powai/info"|"107"|"Quick Bites"|"12noon to 1130pm(Mon-Thu),12noon to 12midnight..."|"Excelente"|"4.8"|"145"
"Radha Krishna"|"600"|"South Indian,North Indian,Chinese,Fast Food"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/radha-krishna-borivali-west/info"|"107"|"Casual Dining"|"810am to 1140pm(Mon-Tue),8pm to 1140pm..."|"Good"|"3.8"|"575"
"Indiana Water's"|"1200"|"Chinese,North Indian,Seafood,Italian,Continental"|"Mumbai"|"Korum Mall-- Khopat-- Thane West"|"https://www.zomato.com/mumbai/indiana-waters-khopat-thane-west/info"|"107"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Very Good"|"4.3"|"1674"
"Flax"|"700"|"Healthy Food,Beverages"|"Mumbai"|"Lower Parel"|"https://www.zomato.com/mumbai/flax-lower-parel/info"|"107"|"Quick Bites"|"10am to 1130pm(Mon-Sun)"|"Very Good"|"4.0"|"404"
"Navya - The Regale by Tunga"|"850"|"North Indian,Chinese,Thai,Continental"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/navya-the-regale-by-tunga-mahakali/info"|"107"|"Casual Dining"|"1130am to 1130pm(Mon-Sun)"|"Very Good"|"4.1"|"438"
"The Pantry"|"1400"|"Cafe,Healthy Food,Salad"|"Mumbai"|"Fort"|"https://www.zomato.com/mumbai/the-pantry-fort/info"|"107"|"Café"|"830am to 1130pm(Mon-Sun)"|"Very Good"|"4.0"|"1672"
"Felicita"|"600"|"Fast Food,Italian,Bakery,Pizza,Beverages"|"Mumbai"|"Borivali West"|"https://www.zomato.com/mumbai/felicita-borivali-west/info"|"107"|"Quick Bites"|"929am to 12midnight(Mon),930am to 12midnight..."|"Very Good"|"4.2"|"393"
"Vanilla Beans"|"500"|"Bakery,Desserts"|"Mumbai"|"Bandra Talao-- Bandra West"|"https://www.zomato.com/mumbai/vanilla-beans-bandra-talao-bandra-west/info"|"107"|"Bakery"|"10am to 8pm(Mon-Sun)"|"Very Good"|"4.3"|"945"
"Farmhouse Sea N Sand"|"1100"|"North Indian,Continental,Seafood,Chinese"|"Mumbai"|"Vasai"|"https://www.zomato.com/mumbai/farmhouse-sea-n-sand-vasai/info"|"107"|"Casual Dining"|"11am to 1130pm(Mon-Sun)"|"Very Good"|"4.2"|"1142"
"Nav Gomantak"|"800"|"Seafood,Maharashtrian,Goan,Konkan"|"Mumbai"|"Panch Pakhadi-- Thane West"|"https://www.zomato.com/mumbai/nav-gomantak-panch-pakhadi-thane-west/info"|"107"|"Casual Dining"|"1130am to 330pm,7pm to 1130pm(Mon-Sun)"|"Very Good"|"4.3"|"1134"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Batman Night Kitchen"|"300"|"Fast Food,Mughlai,Kebab"|"Mumbai"|"Ulhasnagar"|"https://www.zomato.com/mumbai/batman-night-kitchen-3-ulhasnagar-thane/info"|"108"|"none"|"9pm to 5am(Mon-Sun)"|"Average"|"3.2"|"14"
"Tosha"|"300"|"Biryani,North Indian"|"Mumbai"|"4 Bungalows"|"https://www.zomato.com/mumbai/tosha-4-bungalows/info"|"108"|"Quick Bites"|"1230pm to 345pm,6pm to 1230AM(Mon-Sun)"|"Average"|"2.7"|"237"
"Pushpa Punjab"|"650"|"North Indian,Chinese,Mughlai"|"Mumbai"|"Palms Water Business & Leisure Club-- Kalyan West"|"https://www.zomato.com/mumbai/pushpa-punjab-vikhroli/info"|"108"|"Casual Dining"|"11am to 1230AM(Mon-Sun)"|"Average"|"2.8"|"8"
"Heritage"|"500"|"Chinese,North Indian"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/heritage-kopar-khairane-navi-mumbai/info"|"108"|"Casual Dining"|"11am to 1am(Mon-Sun)"|"Average"|"2.7"|"20"
"Kebab Junction"|"400"|"Mughlai,North Indian,Seafood,Biryani"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/kebab-junction-goregaon-east/info"|"108"|"none"|"530pm to 130am(Mon-Sun)"|"Good"|"3.5"|"96"
"New Cafe Gulshan"|"250"|"North Indian,Mughlai"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/new-cafe-gulshan-juhu/info"|"108"|"Quick Bites"|"8am to 1230AM(Mon-Sun)"|"Average"|"3.2"|"10"
"Yahoo The Chinese Cuisine"|"400"|"Chinese"|"Mumbai"|"Santacruz East"|"https://www.zomato.com/mumbai/yahoo-the-chinese-cuisine-santacruz-east/info"|"108"|"Quick Bites"|"6pm to 1230AM(Mon-Sun)"|"Average"|"3.2"|"11"
"The Coastal Family Restaurant And Bar"|"1000"|"North Indian,South Indian,Chinese,Malwani,Mangalorean,Chettinad"|"Mumbai"|"CBD-Belapur"|"https://www.zomato.com/mumbai/the-coastal-family-restaurant-and-bar-cbd-belapur-navi-mumbai/info"|"108"|"Casual Dining"|"1130am to 1230AM(Mon-Sun)"|"Good"|"3.7"|"23"
"Midnight Express"|"450"|"Burger,Fast Food,Italian,Chinese,Salad,Asian,Thai"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/midnight-express-mahakali/info"|"108"|"none"|"11am to 330am(Mon-Sun)"|"Very Good"|"4.0"|"401"
"Red Chilly Restaurant"|"400"|"Chinese"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/red-chilly-restaurant-malad-west/info"|"108"|"Quick Bites"|"11am to 330pm,7pm to 1230AM(Mon-Sun)"|"Not rated"|"-"|"-"
"Roll Factory"|"250"|"Fast Food,Lebanese,Rolls"|"Mumbai"|"Jogeshwari"|"https://www.zomato.com/mumbai/roll-factory-jogeshwari/info"|"108"|"Quick Bites"|"10am to 2am(Mon-Sun)"|"None"|"NEW"|"NEW"
"Hotel Sneha"|"500"|"Mughlai,North Indian,Seafood,Chinese"|"Mumbai"|"Mulund West"|"https://www.zomato.com/mumbai/hotel-sneha-mulund-west/info"|"108"|"Casual Dining"|"11am to 1am(Mon-Sun)"|"Average"|"3.4"|"53"
"Hotel Shashikant"|"800"|"Chinese,North Indian,Mughlai,Seafood"|"Mumbai"|"Mahakali"|"https://www.zomato.com/mumbai/hotel-shashikant-mahakali/info"|"108"|"Casual Dining"|"11am to 1am(Mon-Sun)"|"Good"|"3.6"|"106"
"Golden Plate"|"500"|"North Indian,Chinese"|"Mumbai"|"Dahisar East"|"https://www.zomato.com/mumbai/golden-plate-dahisar-east/info"|"108"|"Casual Dining"|"10am to 130am(Mon-Sun)"|"Good"|"3.5"|"30"
"Lata Restaurant"|"600"|"North Indian,Chinese,Fast Food"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/lata-restaurant-kandivali-west/info"|"108"|"Casual Dining"|"12noon to 1230AM(Mon-Sun)"|"Good"|"3.8"|"208"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Royal Garden"|"700"|"North Indian,Chinese,Seafood"|"Mumbai"|"Owale-- Thane West"|"https://www.zomato.com/mumbai/royal-garden-owale-thane-west/info"|"109"|"Casual Dining"|"11am to 1230AM(Mon-Sun)"|"Average"|"3.4"|"16"
"Hungry Nights"|"400"|"Biryani,North Indian,Chinese"|"Mumbai"|"Haware Centurion Mall-- Seawoods"|"https://www.zomato.com/mumbai/hungry-nights-nerul-navi-mumbai/info"|"109"|"none"|"8pm to 12midnight(Mon-Tue),12midnight to 4am,8pm..."|"Good"|"3.6"|"238"
"The Kitchen Crew"|"500"|"North Indian,Chinese"|"Mumbai"|"Malad West"|"https://www.zomato.com/mumbai/the-kitchen-crew-malad-west/info"|"109"|"none"|"12noon to 3pm,7pm to 2am(Mon-Sun)"|"Good"|"3.7"|"402"
"Being Panda"|"450"|"Chinese"|"Mumbai"|"Marol"|"https://www.zomato.com/mumbai/being-panda-marol/info"|"109"|"none"|"1130am to 4am(Mon-Sun)"|"Good"|"3.7"|"109"
"Daily Cafe"|"1500"|"North Indian,Continental,Chinese"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/daily-cafe-juhu/info"|"109"|"Casual Dining"|"11am to 2am(Mon-Sun)"|"Average"|"3.4"|"40"
"Shree Narayan Fine Dinning"|"900"|"North Indian,South Indian,Chinese,Fast Food"|"Mumbai"|"Borivali East"|"https://www.zomato.com/mumbai/shree-narayan-fine-dinning-borivali-east/info"|"109"|"Casual Dining"|"11am to 5am(Mon-Sun)"|"Good"|"3.6"|"75"
"Kitchen in Kloud"|"600"|"North Indian,Chinese,Continental,Healthy Food,Biryani,Italian,Burger,Rolls"|"Mumbai"|"Oshiwara-- Andheri West"|"https://www.zomato.com/mumbai/kitchen-in-kloud-oshiwara/info"|"109"|"none"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.0"|"277"
"Kebabwala"|"550"|"North Indian,Chinese"|"Mumbai"|"Kopar Khairane"|"https://www.zomato.com/mumbai/kebabwala-kopar-khairane-navi-mumbai/info"|"109"|"Casual Dining"|"2pm to 2am(Mon-Sun)"|"Average"|"3.4"|"31"
"Mugshot Kitchen & Bar"|"850"|"North Indian,Chinese,Seafood"|"Mumbai"|"Kandivali East"|"https://www.zomato.com/mumbai/mugshot-kitchen-bar-kandivali-east/info"|"109"|"Casual Dining"|"1130am to 1am(Mon-Sun)"|"Good"|"3.5"|"44"
"Bhukha Bhediya"|"600"|"Chinese,Continental,North Indian"|"Mumbai"|"Goregaon West"|"https://www.zomato.com/mumbai/bhukha-bhediya-goregaon-west/info"|"109"|"none"|"1130am to 130am(Mon-Sun)"|"Very Good"|"4.0"|"118"
"Dessert Therapy"|"250"|"Desserts"|"Mumbai"|"Kandivali West"|"https://www.zomato.com/mumbai/dessert-therapy-kandivali-west/info"|"109"|"Dessert Parlor"|"8am to 1am(Mon,Tue,Wed,Thu,Sun),8am to 3am..."|"Good"|"3.7"|"123"
"Sarovar Restaurant & Bar"|"1000"|"North Indian,Continental,Chinese"|"Mumbai"|"Mumbai Central"|"https://www.zomato.com/mumbai/sarovar-restaurant-bar-mumbai-central/info"|"109"|"Casual Dining"|"12noon to 1230AM(Mon-Sun)"|"Good"|"3.8"|"732"
"Ronak Fine Dine"|"850"|"North Indian,Chinese"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/ronak-fine-dine-mira-road/info"|"109"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Good"|"3.7"|"292"
"Hotel Tunga"|"300"|"North Indian,Chinese"|"Mumbai"|"Ghodbunder Road"|"https://www.zomato.com/mumbai/hotel-tunga-ghodbunder-road-thane/info"|"109"|"Casual Dining"|"11am to 5pm,7pm to 1230AM(Mon-Sun)"|"Average"|"3.4"|"7"
"Powaikar's Cafe & Restaurant"|"400"|"North Indian,Chinese,Malwani,Maharashtrian,Seafood"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/powaikars-cafe-restaurant-powai/info"|"109"|"Quick Bites"|"11am to 4pm,7pm to 1215AM(Mon-Sun)"|"Average"|"3.3"|"8"
"NAME"|"PRICE"|"CUSINE_CATEGORY"|"CITY"|"REGION"|"URL"|"PAGE NO"|"CUSINE TYPE"|"TIMING"|"RATING_TYPE"|"RATING"|"VOTES"
"Pot De Fusion"|"500"|"North Indian,Chinese,Continental,Indian,Thai,Sandwich,Pizza,Lebanese"|"Mumbai"|"Goregaon East"|"https://www.zomato.com/mumbai/pot-de-fusion-goregaon-east/info"|"11"|"Casual Dining"|"11am to 230am(Mon-Sun)"|"Very Good"|"4.1"|"2156"
"House of Lloyd"|"2500"|"Goan,Seafood,BBQ"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/house-of-lloyd-juhu/info"|"11"|"Fine Dining"|"7pm to 130am(Mon-Fri),12noon to 4pm,7pm to ..."|"Very Good"|"4.2"|"385"
"The Market Project by PizzaExpress"|"1200"|"Italian,Continental"|"Mumbai"|"Phoenix Marketcity-- Kurla"|"https://www.zomato.com/mumbai/the-market-project-by-pizzaexpress-kurla/info"|"11"|"Casual Dining"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.3"|"2530"
"D:OH!"|"1200"|"Fast Food,Italian,Beverages"|"Mumbai"|"Andheri Lokhandwala-- Andheri West"|"https://www.zomato.com/mumbai/d-oh-andheri-lokhandwala/info"|"11"|"Casual Dining"|"11am to 1am(Mon-Sun)"|"Good"|"3.9"|"1554"
"Culinary Tales"|"1200"|"Chinese,European,Continental,Salad,Italian,Pizza"|"Mumbai"|"Veera Desai Area"|"https://www.zomato.com/mumbai/culinary-tales-veera-desai-area/info"|"11"|"Casual Dining"|"8am to 1am(Mon-Sun)"|"Excellent"|"4.7"|"595"
"Duma Dum Mast Kalandar"|"700"|"Sindhi"|"Mumbai"|"Chembur"|"https://www.zomato.com/mumbai/duma-dum-mast-kalandar-chembur/info"|"11"|"Casual Dining"|"12noon to 330pm,7pm to 1am(Mon-Sun)"|"Very Good"|"4.3"|"782"
"Bachelorr's"|"750"|"Beverages,Fast Food,Desserts,Ice Cream,Juices"|"Mumbai"|"Chowpatty"|"https://www.zomato.com/mumbai/bachelorrs-chowpatty/info"|"11"|"Beverage Shop"|"1030am to 2am(Mon-Sun)"|"Good"|"3.8"|"2792"
"Malhar Lunch Home"|"900"|"North Indian,Seafood,Mughlai"|"Mumbai"|"Mira Road"|"https://www.zomato.com/mumbai/malhar-lunch-home-mira-road/info"|"11"|"Casual Dining"|"1030am to 4pm,7pm to 1230AM(Mon-Sun)"|"Very Good"|"4.4"|"1457"
"Quench - All Day Pub"|"1600"|"Continental,Chinese,Asian,Italian,Pizza"|"Mumbai"|"Juhu"|"https://www.zomato.com/mumbai/quench-all-day-pub-juhu/info"|"11"|"Pub"|"12noon to 1am(Mon-Sun)"|"Very Good"|"4.0"|"1500"
"Terttulia"|"1400"|"Italian,Continental"|"Mumbai"|"Dadar Shivaji Park"|"https://www.zomato.com/mumbai/terttulia-dadar-shivaji-park/info"|"11"|"Casual Dining"|"11am to 130am(Mon-Fri),9am to 130am(Sat-Sun)"|"Very Good"|"4.1"|"2060"
"Dum & Curry"|"700"|"Mughlai,North Indian,Chinese"|"Mumbai"|"Powai"|"https://www.zomato.com/mumbai/dum-curry-powai/info"|"11"|"Quick Bites"|"1145am to 330pm,645pm to 1am(Mon-Sun)"|"Excellent"|"4.7"|"683"
